Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
01/02/07,1:31:00,0.3,0.104,240.78,1.2,0,1,0
01/02/07,1:32:00,0.3,0.104,240.68,1.2,0,1,0
01/02/07,1:33:00,0.3,0.106,240.87,1.2,0,2,0
01/02/07,1:34:00,0.298,0.106,241,1.2,0,1,0
01/02/07,1:35:00,0.298,0.106,240.97,1.2,0,1,0
01/02/07,1:36:00,0.298,0.106,241.09,1.2,0,1,0
01/02/07,1:37:00,0.298,0.106,241.1,1.2,0,2,0
01/02/07,1:38:00,0.298,0.106,241.21,1.2,0,1,0
01/02/07,1:39:00,0.296,0.106,241.27,1.2,0,1,0
01/02/07,1:40:00,0.296,0.108,241.4,1.2,0,1,0
01/02/07,1:41:00,0.296,0.108,241.61,1.2,0,1,0
01/02/07,1:42:00,0.296,0.106,241.37,1.2,0,2,0
01/02/07,1:43:00,0.294,0.106,240.99,1.2,0,1,0
01/02/07,1:44:00,0.294,0.106,241.27,1.2,0,1,0
01/02/07,1:45:00,0.242,0,241.26,1,0,0,0
01/02/07,1:46:00,0.224,0,241.76,1,0,0,0
01/02/07,1:47:00,0.224,0,242.38,1,0,0,0
01/02/07,1:48:00,0.224,0,242.15,1,0,0,0
01/02/07,1:49:00,0.288,0.05,241.69,1.4,0,0,0
01/02/07,1:50:00,0.298,0.088,241.02,1.2,0,0,0
01/02/07,1:51:00,0.298,0.088,240.75,1.2,0,0,0
01/02/07,1:52:00,0.298,0.088,241.06,1.2,0,0,0
01/02/07,1:53:00,0.3,0.09,241.57,1.2,0,0,0
01/02/07,1:54:00,0.3,0.094,242.29,1.2,0,0,0
01/02/07,1:55:00,0.3,0.096,242.77,1.2,0,0,0
01/02/07,1:56:00,0.386,0.19,242.48,1.8,0,0,0
01/02/07,1:57:00,0.406,0.228,242.24,1.8,0,0,0
01/02/07,1:58:00,0.398,0.222,242.11,1.8,0,0,0
01/02/07,1:59:00,0.326,0.116,240.55,1.4,0,0,0
01/02/07,2:00:00,0.324,0.116,240.33,1.4,0,0,0
01/02/07,2:01:00,0.328,0.126,242.57,1.4,0,0,0
01/02/07,2:02:00,0.328,0.13,243.12,1.4,0,0,0
01/02/07,2:03:00,0.326,0.128,243.05,1.4,0,0,0
01/02/07,2:04:00,0.324,0.128,243.09,1.4,0,0,0
01/02/07,2:05:00,0.322,0.124,242.07,1.4,0,0,0
01/02/07,2:06:00,0.322,0.124,242.21,1.4,0,0,0
01/02/07,2:07:00,0.322,0.126,242.47,1.4,0,0,0
01/02/07,2:08:00,0.322,0.126,242.57,1.4,0,0,0
01/02/07,2:09:00,0.322,0.128,243.08,1.4,0,0,0
01/02/07,2:10:00,0.322,0.13,243.28,1.4,0,0,0
01/02/07,2:11:00,0.242,0,243.52,1,0,0,0
01/02/07,2:12:00,0.228,0,244.09,1,0,0,0
01/02/07,2:13:00,0.228,0,244.02,1,0,0,0
01/02/07,2:14:00,0.228,0,244.02,1,0,0,0
01/02/07,2:15:00,0.226,0,243.25,1,0,0,0
01/02/07,2:16:00,0.226,0,243.06,1,0,0,0
01/02/07,2:17:00,0.228,0,243.38,1,0,0,0
01/02/07,2:18:00,0.228,0,243.91,1,0,0,0
01/02/07,2:19:00,0.228,0,243.93,1,0,0,0
01/02/07,2:20:00,0.228,0,243.55,1,0,0,0
01/02/07,2:21:00,0.228,0,243.45,1,0,0,0
01/02/07,2:22:00,0.226,0,242.42,1,0,0,0
01/02/07,2:23:00,0.226,0,243.14,1,0,0,0
01/02/07,2:24:00,0.228,0,243.37,1,0,0,0
01/02/07,2:25:00,0.228,0,243.53,1,0,0,0
01/02/07,2:26:00,0.226,0,243.22,1,0,0,0
01/02/07,2:27:00,0.228,0,243.57,1,0,0,0
01/02/07,2:28:00,0.228,0,243.76,1,0,0,0
01/02/07,2:29:00,0.226,0,243.36,1,0,0,0
01/02/07,2:30:00,0.226,0,243.17,1,0,0,0
01/02/07,2:31:00,0.228,0,243.58,1,0,0,0
01/02/07,2:32:00,0.228,0,244.1,1,0,0,0
01/02/07,2:33:00,0.23,0,244.55,1,0,0,0
01/02/07,2:34:00,0.23,0,244.98,1,0,0,0
01/02/07,2:35:00,0.228,0,244.36,1,0,0,0
01/02/07,2:36:00,0.292,0.06,244.42,1.4,0,0,0
01/02/07,2:37:00,0.388,0.19,243.85,1.8,0,0,0
01/02/07,2:38:00,0.416,0.238,243.83,2,0,0,0
01/02/07,2:39:00,0.416,0.244,243.73,2,0,0,0
01/02/07,2:40:00,0.436,0.276,244.66,2,0,0,0
01/02/07,2:41:00,0.436,0.28,245.02,2,0,0,0
01/02/07,2:42:00,0.432,0.28,245.06,2,0,0,0
01/02/07,2:43:00,0.426,0.272,244.04,2,0,0,0
01/02/07,2:44:00,0.424,0.27,243.58,2,0,0,0
01/02/07,2:45:00,0.42,0.268,243.42,2,0,0,0
01/02/07,2:46:00,0.35,0.16,243.19,1.6,0,0,0
01/02/07,2:47:00,0.35,0.164,243.9,1.6,0,0,0
01/02/07,2:48:00,0.348,0.162,243.6,1.6,0,0,0
01/02/07,2:49:00,0.346,0.16,243.04,1.6,0,0,0
01/02/07,2:50:00,0.346,0.162,243.44,1.6,0,0,0
01/02/07,2:51:00,0.346,0.162,243.35,1.6,0,0,0
01/02/07,2:52:00,0.256,0,243.34,1,0,0,0
01/02/07,2:53:00,0.252,0,243.21,1,0,0,0
01/02/07,2:54:00,0.252,0,242.96,1,0,0,0
01/02/07,2:55:00,0.252,0,243.33,1,0,0,0
01/02/07,2:56:00,0.252,0,243.16,1,0,0,0
01/02/07,2:57:00,0.25,0,242.77,1,0,0,0
01/02/07,2:58:00,0.252,0,243.36,1,0,0,0
01/02/07,2:59:00,0.252,0,243.38,1,0,0,0
01/02/07,3:00:00,0.252,0,243.5,1,0,0,0
01/02/07,3:01:00,0.252,0,243.57,1,0,0,0
01/02/07,3:02:00,0.254,0,244.24,1,0,0,0
01/02/07,3:03:00,0.254,0,244.22,1,0,0,0
01/02/07,3:04:00,0.254,0,243.99,1,0,0,0
01/02/07,3:05:00,0.252,0,243.44,1,0,0,0
01/02/07,3:06:00,0.252,0,243.4,1,0,0,0
01/02/07,3:07:00,0.252,0,243.49,1,0,0,0
01/02/07,3:08:00,0.252,0,243.55,1,0,0,0
01/02/07,3:09:00,0.252,0,243.19,1,0,0,0
01/02/07,3:10:00,0.254,0,243.74,1,0,0,0
01/02/07,3:11:00,0.254,0,244.11,1,0,0,0
01/02/07,3:12:00,0.25,0,242.84,1,0,0,0
01/02/07,3:13:00,0.25,0,242.81,1,0,0,0
01/02/07,3:14:00,0.25,0,242.48,1,0,0,0
01/02/07,3:15:00,0.25,0,242.5,1,0,0,0
01/02/07,3:16:00,0.25,0,242.76,1,0,0,0
01/02/07,3:17:00,0.25,0,242.92,1,0,0,0
01/02/07,3:18:00,0.368,0.15,242.49,1.6,0,0,0
01/02/07,3:19:00,0.36,0.158,242.86,1.6,0,0,0
01/02/07,3:20:00,0.358,0.162,243.33,1.6,0,0,0
01/02/07,3:21:00,0.358,0.162,243.53,1.6,0,0,0
01/02/07,3:22:00,0.356,0.162,243.44,1.6,0,0,0
01/02/07,3:23:00,0.386,0.184,243.53,1.8,0,0,0
01/02/07,3:24:00,0.406,0.234,243,1.8,0,0,0
01/02/07,3:25:00,0.404,0.238,243.8,1.8,0,0,0
01/02/07,3:26:00,0.402,0.236,243.5,1.8,0,0,0
01/02/07,3:27:00,0.4,0.234,243.13,1.8,0,0,0
01/02/07,3:28:00,0.4,0.234,243.34,1.8,0,0,0
01/02/07,3:29:00,0.398,0.236,243.51,1.8,0,0,0
01/02/07,3:30:00,0.396,0.238,243.86,1.8,0,0,0
01/02/07,3:31:00,0.392,0.234,243.03,1.8,0,0,0
01/02/07,3:32:00,0.346,0.166,242.99,1.6,0,0,0
01/02/07,3:33:00,0.258,0,243.12,1,0,0,0
01/02/07,3:34:00,0.224,0,242.06,1,0,0,0
01/02/07,3:35:00,0.224,0,241.77,1,0,0,0
01/02/07,3:36:00,0.226,0,242.34,1,0,0,0
01/02/07,3:37:00,0.228,0,243.26,1,0,0,0
01/02/07,3:38:00,0.228,0,243.71,1,0,0,0
01/02/07,3:39:00,0.23,0,244.83,1,0,0,0
01/02/07,3:40:00,0.23,0,244.69,1,0,0,0
01/02/07,3:41:00,0.23,0,244.55,1,0,0,0
01/02/07,3:42:00,0.23,0,244.38,1,0,0,0
01/02/07,3:43:00,0.23,0,244.4,1,0,0,0
01/02/07,3:44:00,0.228,0,244.16,1,0,0,0
01/02/07,3:45:00,0.268,0,244.21,1.4,0,0,0
01/02/07,3:46:00,0.312,0.12,244.13,1.4,0,1,0
01/02/07,3:47:00,0.312,0.12,244.22,1.4,0,1,0
01/02/07,3:48:00,0.312,0.118,243.96,1.4,0,2,0
01/02/07,3:49:00,0.312,0.116,243.48,1.4,0,1,0
01/02/07,3:50:00,0.312,0.118,243.84,1.4,0,2,0
01/02/07,3:51:00,0.314,0.12,243.92,1.4,0,1,0
01/02/07,3:52:00,0.314,0.122,244.5,1.4,0,1,0
01/02/07,3:53:00,0.314,0.122,244.6,1.4,0,2,0
01/02/07,3:54:00,0.314,0.122,244.56,1.4,0,1,0
01/02/07,3:55:00,0.312,0.12,243.91,1.4,0,2,0
01/02/07,3:56:00,0.31,0.116,243.55,1.4,0,1,0
01/02/07,3:57:00,0.31,0.116,243.58,1.4,0,1,0
01/02/07,3:58:00,0.308,0.112,242.74,1.4,0,2,0
01/02/07,3:59:00,0.412,0.228,242.72,2,0,1,0
01/02/07,4:00:00,0.416,0.25,242.71,2,0,1,0
01/02/07,4:01:00,0.41,0.248,242.32,2,0,2,0
01/02/07,4:02:00,0.408,0.248,242.36,2,0,1,0
01/02/07,4:03:00,0.406,0.246,242.12,2,0,1,0
01/02/07,4:04:00,0.404,0.248,242.18,2,0,2,0
01/02/07,4:05:00,0.402,0.248,242.22,1.8,0,1,0
01/02/07,4:06:00,0.4,0.246,241.98,1.8,0,1,0
01/02/07,4:07:00,0.398,0.246,242.09,1.8,0,1,0
01/02/07,4:08:00,0.396,0.246,241.92,1.8,0,1,0
01/02/07,4:09:00,0.396,0.25,242.61,1.8,0,2,0
01/02/07,4:10:00,0.396,0.252,242.99,1.8,0,1,0
01/02/07,4:11:00,0.432,0.28,243.06,2.2,0,1,0
01/02/07,4:12:00,0.47,0.358,242.94,2.4,0,1,0
01/02/07,4:13:00,0.428,0.296,243.07,2.2,0,2,0
01/02/07,4:14:00,0.348,0.17,242.85,1.6,0,0,0
01/02/07,4:15:00,0.304,0.094,242.73,1.2,0,0,0
01/02/07,4:16:00,0.302,0.094,242.65,1.2,0,0,0
01/02/07,4:17:00,0.302,0.096,243.08,1.2,0,0,0
01/02/07,4:18:00,0.3,0.1,243.6,1.2,0,0,0
01/02/07,4:19:00,0.298,0.096,243.05,1.2,0,0,0
01/02/07,4:20:00,0.292,0.086,243.38,1.2,0,0,0
01/02/07,4:21:00,0.228,0,243.82,1,0,0,0
01/02/07,4:22:00,0.228,0,243.73,1,0,0,0
01/02/07,4:23:00,0.23,0,244.26,1,0,0,0
01/02/07,4:24:00,0.23,0,244.98,1,0,0,0
01/02/07,4:25:00,0.23,0,244.95,1,0,0,0
01/02/07,4:26:00,0.234,0,244.3,1,0,0,0
01/02/07,4:27:00,0.25,0,243.73,1,0,0,0
01/02/07,4:28:00,0.25,0,243.23,1,0,0,0
01/02/07,4:29:00,0.226,0,242.83,1,0,0,0
01/02/07,4:30:00,0.226,0,242.75,1,0,0,0
01/02/07,4:31:00,0.226,0,243,1,0,0,0
01/02/07,4:32:00,0.228,0,243.3,1,0,0,0
01/02/07,4:33:00,0.228,0,243.4,1,0,0,0
01/02/07,4:34:00,0.226,0,242.69,1,0,0,0
01/02/07,4:35:00,0.226,0,242.31,1,0,0,0
01/02/07,4:36:00,0.224,0,242.16,1,0,0,0
01/02/07,4:37:00,0.224,0,242.13,1,0,0,0
01/02/07,4:38:00,0.224,0,242.02,1,0,0,0
01/02/07,4:39:00,0.226,0,242.49,1,0,0,0
01/02/07,4:40:00,0.32,0.09,243.16,1.4,0,0,0
01/02/07,4:41:00,0.338,0.128,243.11,1.4,0,0,0
01/02/07,4:42:00,0.332,0.122,242.15,1.4,0,0,0
01/02/07,4:43:00,0.33,0.124,242.26,1.4,0,0,0
01/02/07,4:44:00,0.328,0.124,242.18,1.4,0,0,0
01/02/07,4:45:00,0.326,0.122,242.01,1.4,0,0,0
01/02/07,4:46:00,0.326,0.122,242.01,1.4,0,0,0
01/02/07,4:47:00,0.324,0.12,241.67,1.4,0,0,0
01/02/07,4:48:00,0.322,0.12,241.5,1.4,0,0,0
01/02/07,4:49:00,0.32,0.12,241.37,1.4,0,0,0
01/02/07,4:50:00,0.32,0.122,241.78,1.4,0,0,0
01/02/07,4:51:00,0.32,0.124,242.27,1.4,0,0,0
01/02/07,4:52:00,0.32,0.12,241.88,1.4,0,0,0
01/02/07,4:53:00,0.318,0.12,241.81,1.4,0,0,0
01/02/07,4:54:00,0.27,0.052,241.92,1.2,0,0,0
01/02/07,4:55:00,0.224,0,241.68,1,0,0,0
01/02/07,4:56:00,0.224,0,241.38,1,0,0,0
01/02/07,4:57:00,0.222,0,240.58,1,0,0,0
01/02/07,4:58:00,0.222,0,240.81,1,0,0,0
01/02/07,4:59:00,0.288,0.048,241.04,1.4,0,0,0
01/02/07,5:00:00,0.3,0.09,241.54,1.2,0,0,0
01/02/07,5:01:00,0.3,0.088,241.42,1.2,0,0,0
01/02/07,5:02:00,0.3,0.088,241.45,1.2,0,0,0
01/02/07,5:03:00,0.298,0.086,240.86,1.2,0,0,0
01/02/07,5:04:00,0.294,0.084,239.84,1.2,0,0,0
01/02/07,5:05:00,0.294,0.082,239.5,1.2,0,0,0
01/02/07,5:06:00,0.292,0.082,239.82,1.2,0,0,0
01/02/07,5:07:00,0.292,0.082,239.82,1.2,0,0,0
01/02/07,5:08:00,0.248,0,240.78,1,0,0,0
01/02/07,5:09:00,0.222,0,240.92,1,0,0,0
01/02/07,5:10:00,0.222,0,240.74,1,0,0,0
01/02/07,5:11:00,0.222,0,241.15,1,0,0,0
01/02/07,5:12:00,0.224,0,241.37,1,0,0,0
01/02/07,5:13:00,0.224,0,241.71,1,0,0,0
01/02/07,5:14:00,0.226,0,242.68,1,0,0,0
01/02/07,5:15:00,0.226,0,243.11,1,0,0,0
01/02/07,5:16:00,0.226,0,243.06,1,0,0,0
01/02/07,5:17:00,0.226,0,243.01,1,0,0,0
01/02/07,5:18:00,0.226,0,242.77,1,0,0,0
01/02/07,5:19:00,0.224,0,241.51,1,0,0,0
01/02/07,5:20:00,0.224,0,241.42,1,0,0,0
01/02/07,5:21:00,0.3,0.062,240.77,1.4,0,0,0
01/02/07,5:22:00,0.334,0.116,240.81,1.4,0,0,0
01/02/07,5:23:00,0.33,0.116,240.95,1.4,0,0,0
01/02/07,5:24:00,0.328,0.12,241.43,1.4,0,0,0
01/02/07,5:25:00,0.328,0.12,241.52,1.4,0,0,0
01/02/07,5:26:00,0.326,0.12,241.49,1.4,0,0,0
01/02/07,5:27:00,0.324,0.118,240.89,1.4,0,0,0
01/02/07,5:28:00,0.322,0.118,240.91,1.4,0,0,0
01/02/07,5:29:00,0.322,0.122,241.85,1.4,0,0,0
01/02/07,5:30:00,0.32,0.118,241.11,1.4,0,0,0
01/02/07,5:31:00,0.318,0.118,240.93,1.4,0,0,0
01/02/07,5:32:00,0.318,0.118,240.88,1.4,0,0,0
01/02/07,5:33:00,0.316,0.116,240.67,1.4,0,0,0
01/02/07,5:34:00,0.316,0.114,240.34,1.4,0,0,0
01/02/07,5:35:00,0.27,0.052,240.2,1.2,0,0,0
01/02/07,5:36:00,0.222,0,240.62,1,0,0,0
01/02/07,5:37:00,1.138,0,240.1,5,0,0,13
01/02/07,5:38:00,1.32,0,239.79,5.4,0,0,19
01/02/07,5:39:00,1.302,0,239.36,5.4,0,0,18
01/02/07,5:40:00,1.29,0,239.25,5.4,0,0,17
01/02/07,5:41:00,1.278,0,238.56,5.2,0,0,18
01/02/07,5:42:00,1.276,0,238.61,5.2,0,0,18
01/02/07,5:43:00,1.282,0,239.31,5.2,0,0,17
01/02/07,5:44:00,1.284,0,239.56,5.2,0,0,18
01/02/07,5:45:00,1.29,0,240.29,5.2,0,0,18
01/02/07,5:46:00,1.29,0,240.3,5.2,0,0,17
01/02/07,5:47:00,1.336,0,239.67,5.6,0,0,18
01/02/07,5:48:00,1.354,0.072,239.52,5.6,0,0,18
01/02/07,5:49:00,1.35,0.072,239.02,5.6,0,0,17
01/02/07,5:50:00,1.34,0.068,238.15,5.6,0,0,18
01/02/07,5:51:00,1.342,0.068,238.35,5.6,0,0,17
01/02/07,5:52:00,1.336,0.068,237.97,5.6,0,0,17
01/02/07,5:53:00,1.34,0.07,238.56,5.6,0,0,18
01/02/07,5:54:00,1.342,0.07,238.9,5.6,0,0,17
01/02/07,5:55:00,1.34,0.07,238.84,5.6,0,0,18
01/02/07,5:56:00,1.302,0,238.71,5.4,0,0,17
01/02/07,5:57:00,1.278,0,239.31,5.2,0,0,18
01/02/07,5:58:00,1.284,0,239.91,5.2,0,0,17
01/02/07,5:59:00,1.286,0,239.84,5.2,0,0,18
01/02/07,6:00:00,1.282,0,239.02,5.2,0,0,18
01/02/07,6:01:00,1.294,0,240.31,5.4,0,0,17
01/02/07,6:02:00,1.346,0,240.22,5.6,0,0,18
01/02/07,6:03:00,1.404,0.104,240.29,5.8,0,0,18
01/02/07,6:04:00,1.41,0.108,241.27,5.8,0,0,17
01/02/07,6:05:00,1.424,0.116,242.85,5.8,0,0,19
01/02/07,6:06:00,1.424,0.118,243.01,5.8,0,0,18
01/02/07,6:07:00,1.422,0.118,242.53,5.8,0,0,18
01/02/07,6:08:00,1.49,0.132,241.97,6.2,0,0,18
01/02/07,6:09:00,1.494,0.13,241.65,6.2,0,0,18
01/02/07,6:10:00,1.488,0.128,241.33,6.2,0,0,17
01/02/07,6:11:00,1.484,0.128,241,6.2,0,0,18
01/02/07,6:12:00,1.476,0.126,240.54,6,0,0,18
01/02/07,6:13:00,1.47,0.122,240.32,6,0,0,18
01/02/07,6:14:00,0.858,0.112,241.16,4,0,0,6
01/02/07,6:15:00,0.558,0.118,241.86,2.4,0,0,0
01/02/07,6:16:00,0.58,0.128,242.53,2.4,0,0,0
01/02/07,6:17:00,0.552,0.112,243.11,2.2,0,1,0
01/02/07,6:18:00,0.548,0.11,242.63,2.2,0,2,0
01/02/07,6:19:00,0.502,0.11,242.76,2,0,1,0
01/02/07,6:20:00,0.49,0.114,243.23,2,0,1,0
01/02/07,6:21:00,0.49,0.114,243.51,2,0,2,0
01/02/07,6:22:00,1.102,0.106,242.82,5,0,1,8
01/02/07,6:23:00,1.59,0.098,241.82,6.6,0,2,18
01/02/07,6:24:00,1.59,0.102,242.86,6.4,0,1,19
01/02/07,6:25:00,1.586,0.102,243.14,6.4,0,1,18
01/02/07,6:26:00,1.588,0.104,243.56,6.4,0,2,18
01/02/07,6:27:00,1.584,0.104,243.35,6.4,0,1,18
01/02/07,6:28:00,1.58,0.102,243.22,6.4,0,1,19
01/02/07,6:29:00,1.58,0.104,243.31,6.4,0,2,18
01/02/07,6:30:00,1.578,0.104,243.25,6.4,0,1,18
01/02/07,6:31:00,1.578,0.104,243.47,6.4,0,1,18
01/02/07,6:32:00,1.578,0.104,243.51,6.4,0,2,18
01/02/07,6:33:00,1.57,0.102,242.99,6.4,0,1,18
01/02/07,6:34:00,1.574,0.104,243.47,6.4,0,1,18
01/02/07,6:35:00,1.606,0.128,243.18,6.6,0,2,19
01/02/07,6:36:00,2.246,0.228,241.12,9.4,0,1,17
01/02/07,6:37:00,2.658,0.224,240.56,11,0,1,18
01/02/07,6:38:00,4.962,0.204,238.69,22.4,0,1,18
01/02/07,6:39:00,6.536,0.188,236.9,27.6,0,2,17
01/02/07,6:40:00,5.292,0.202,238.44,22.2,0,1,17
01/02/07,6:41:00,5.81,0.208,237.64,24.4,0,1,18
01/02/07,6:42:00,5.606,0.262,237.63,23.8,0,1,17
01/02/07,6:43:00,4.678,0.31,238.98,19.8,0,1,17
01/02/07,6:44:00,3.9,0.38,239.75,16.4,0,2,18
01/02/07,6:45:00,3.368,0.322,240.29,14,0,0,18
01/02/07,6:46:00,3.18,0.27,240.73,13.2,0,0,18
01/02/07,6:47:00,3.178,0.266,240.65,13.2,0,0,17
01/02/07,6:48:00,3.192,0.268,240.94,13.2,0,0,18
01/02/07,6:49:00,3.252,0.268,240.98,13.4,0,0,18
01/02/07,6:50:00,3.124,0.16,240.73,13,0,0,18
01/02/07,6:51:00,2.792,0.122,240.63,11.6,0,0,17
01/02/07,6:52:00,2.808,0.124,240.93,11.6,0,0,18
01/02/07,6:53:00,2.818,0.126,241.43,11.6,0,0,18
01/02/07,6:54:00,2.812,0.126,241.53,11.6,0,0,18
01/02/07,6:55:00,2.97,0.122,241.06,12.2,0,0,18
01/02/07,6:56:00,3.004,0.118,240.63,12.4,0,0,18
01/02/07,6:57:00,2.974,0.118,240.31,12.4,0,0,17
01/02/07,6:58:00,2.924,0,241.08,12,0,0,18
01/02/07,6:59:00,2.912,0,241.48,12,0,0,18
01/02/07,7:00:00,2.708,0,241.55,11.2,0,0,18
01/02/07,7:01:00,3.18,0,240.46,13.2,0,0,18
01/02/07,7:02:00,3.026,0,240.23,12.6,0,0,17
01/02/07,7:03:00,2.992,0,240,12.4,0,0,18
01/02/07,7:04:00,2.938,0,239.54,12.2,0,0,17
01/02/07,7:05:00,2.93,0,239.8,12.2,0,0,18
01/02/07,7:06:00,2.934,0,240.06,12.2,0,0,18
01/02/07,7:07:00,2.894,0,239.77,12,0,0,17
