"","Date","Time","GlobalActivePower","GlobalReactivePower","Voltage","GlobalIntensity","SubMeteringKitchen","SubMeteringLaundry","SubMeteringWaterHeater"
"66704",2007-02-01,"01:07:00",0.3,0.096,242.6,1.2,0,0,0
"66705",2007-02-01,"01:08:00",0.298,0.094,242.38,1.2,0,0,0
"66706",2007-02-01,"01:09:00",0.298,0.094,242.21,1.2,0,0,0
"66707",2007-02-01,"01:10:00",0.296,0.096,242.61,1.2,0,0,0
"66708",2007-02-01,"01:11:00",0.296,0.094,242.24,1.2,0,0,0
"66709",2007-02-01,"01:12:00",0.258,0,242.66,1,0,0,0
"66710",2007-02-01,"01:13:00",0.226,0,242.99,1,0,0,0
"66711",2007-02-01,"01:14:00",0.228,0,243.53,1,0,0,0
"66712",2007-02-01,"01:15:00",0.316,0.088,243.12,1.4,0,0,0
"66713",2007-02-01,"01:16:00",0.434,0.252,242.83,2.2,0,0,0
"66714",2007-02-01,"01:17:00",0.418,0.254,243.08,2,0,2,0
"66715",2007-02-01,"01:18:00",0.414,0.254,243.35,2,0,1,0
"66716",2007-02-01,"01:19:00",0.412,0.252,242.71,2,0,1,0
"66717",2007-02-01,"01:20:00",0.41,0.246,241.63,2,0,2,0
"66718",2007-02-01,"01:21:00",0.408,0.246,241.86,2,0,1,0
"66719",2007-02-01,"01:22:00",0.408,0.248,242.17,2,0,2,0
"66720",2007-02-01,"01:23:00",0.404,0.244,241.7,2,0,1,0
"66721",2007-02-01,"01:24:00",0.402,0.242,241.14,1.8,0,1,0
"66722",2007-02-01,"01:25:00",0.402,0.244,241.41,1.8,0,2,0
"66723",2007-02-01,"01:26:00",0.402,0.246,241.95,1.8,0,1,0
"66724",2007-02-01,"01:27:00",0.402,0.248,242.36,1.8,0,2,0
"66725",2007-02-01,"01:28:00",0.402,0.25,242.6,1.8,0,1,0
"66726",2007-02-01,"01:29:00",0.398,0.246,242.11,1.8,0,1,0
"66727",2007-02-01,"01:30:00",0.336,0.156,241.88,1.6,0,2,0
"66728",2007-02-01,"01:31:00",0.3,0.104,240.78,1.2,0,1,0
"66729",2007-02-01,"01:32:00",0.3,0.104,240.68,1.2,0,1,0
"66730",2007-02-01,"01:33:00",0.3,0.106,240.87,1.2,0,2,0
"66731",2007-02-01,"01:34:00",0.298,0.106,241,1.2,0,1,0
"66732",2007-02-01,"01:35:00",0.298,0.106,240.97,1.2,0,1,0
"66733",2007-02-01,"01:36:00",0.298,0.106,241.09,1.2,0,1,0
"66734",2007-02-01,"01:37:00",0.298,0.106,241.1,1.2,0,2,0
"66735",2007-02-01,"01:38:00",0.298,0.106,241.21,1.2,0,1,0
"66736",2007-02-01,"01:39:00",0.296,0.106,241.27,1.2,0,1,0
"66737",2007-02-01,"01:40:00",0.296,0.108,241.4,1.2,0,1,0
"66738",2007-02-01,"01:41:00",0.296,0.108,241.61,1.2,0,1,0
"66739",2007-02-01,"01:42:00",0.296,0.106,241.37,1.2,0,2,0
"66740",2007-02-01,"01:43:00",0.294,0.106,240.99,1.2,0,1,0
"66741",2007-02-01,"01:44:00",0.294,0.106,241.27,1.2,0,1,0
"66742",2007-02-01,"01:45:00",0.242,0,241.26,1,0,0,0
"66743",2007-02-01,"01:46:00",0.224,0,241.76,1,0,0,0
"66744",2007-02-01,"01:47:00",0.224,0,242.38,1,0,0,0
"66745",2007-02-01,"01:48:00",0.224,0,242.15,1,0,0,0
"66746",2007-02-01,"01:49:00",0.288,0.05,241.69,1.4,0,0,0
"66747",2007-02-01,"01:50:00",0.298,0.088,241.02,1.2,0,0,0
"66748",2007-02-01,"01:51:00",0.298,0.088,240.75,1.2,0,0,0
"66749",2007-02-01,"01:52:00",0.298,0.088,241.06,1.2,0,0,0
"66750",2007-02-01,"01:53:00",0.3,0.09,241.57,1.2,0,0,0
"66751",2007-02-01,"01:54:00",0.3,0.094,242.29,1.2,0,0,0
"66752",2007-02-01,"01:55:00",0.3,0.096,242.77,1.2,0,0,0
"66753",2007-02-01,"01:56:00",0.386,0.19,242.48,1.8,0,0,0
"66754",2007-02-01,"01:57:00",0.406,0.228,242.24,1.8,0,0,0
"66755",2007-02-01,"01:58:00",0.398,0.222,242.11,1.8,0,0,0
"66756",2007-02-01,"01:59:00",0.326,0.116,240.55,1.4,0,0,0
"66757",2007-02-01,"02:00:00",0.324,0.116,240.33,1.4,0,0,0
"66758",2007-02-01,"02:01:00",0.328,0.126,242.57,1.4,0,0,0
"66759",2007-02-01,"02:02:00",0.328,0.13,243.12,1.4,0,0,0
"66760",2007-02-01,"02:03:00",0.326,0.128,243.05,1.4,0,0,0
"66761",2007-02-01,"02:04:00",0.324,0.128,243.09,1.4,0,0,0
"66762",2007-02-01,"02:05:00",0.322,0.124,242.07,1.4,0,0,0
"66763",2007-02-01,"02:06:00",0.322,0.124,242.21,1.4,0,0,0
"66764",2007-02-01,"02:07:00",0.322,0.126,242.47,1.4,0,0,0
"66765",2007-02-01,"02:08:00",0.322,0.126,242.57,1.4,0,0,0
"66766",2007-02-01,"02:09:00",0.322,0.128,243.08,1.4,0,0,0
"66767",2007-02-01,"02:10:00",0.322,0.13,243.28,1.4,0,0,0
"66768",2007-02-01,"02:11:00",0.242,0,243.52,1,0,0,0
"66769",2007-02-01,"02:12:00",0.228,0,244.09,1,0,0,0
"66770",2007-02-01,"02:13:00",0.228,0,244.02,1,0,0,0
"66771",2007-02-01,"02:14:00",0.228,0,244.02,1,0,0,0
"66772",2007-02-01,"02:15:00",0.226,0,243.25,1,0,0,0
"66773",2007-02-01,"02:16:00",0.226,0,243.06,1,0,0,0
"66774",2007-02-01,"02:17:00",0.228,0,243.38,1,0,0,0
"66775",2007-02-01,"02:18:00",0.228,0,243.91,1,0,0,0
"66776",2007-02-01,"02:19:00",0.228,0,243.93,1,0,0,0
"66777",2007-02-01,"02:20:00",0.228,0,243.55,1,0,0,0
"66778",2007-02-01,"02:21:00",0.228,0,243.45,1,0,0,0
"66779",2007-02-01,"02:22:00",0.226,0,242.42,1,0,0,0
"66780",2007-02-01,"02:23:00",0.226,0,243.14,1,0,0,0
"66781",2007-02-01,"02:24:00",0.228,0,243.37,1,0,0,0
"66782",2007-02-01,"02:25:00",0.228,0,243.53,1,0,0,0
"66783",2007-02-01,"02:26:00",0.226,0,243.22,1,0,0,0
"66784",2007-02-01,"02:27:00",0.228,0,243.57,1,0,0,0
"66785",2007-02-01,"02:28:00",0.228,0,243.76,1,0,0,0
"66786",2007-02-01,"02:29:00",0.226,0,243.36,1,0,0,0
"66787",2007-02-01,"02:30:00",0.226,0,243.17,1,0,0,0
"66788",2007-02-01,"02:31:00",0.228,0,243.58,1,0,0,0
"66789",2007-02-01,"02:32:00",0.228,0,244.1,1,0,0,0
"66790",2007-02-01,"02:33:00",0.23,0,244.55,1,0,0,0
"66791",2007-02-01,"02:34:00",0.23,0,244.98,1,0,0,0
"66792",2007-02-01,"02:35:00",0.228,0,244.36,1,0,0,0
"66793",2007-02-01,"02:36:00",0.292,0.06,244.42,1.4,0,0,0
"66794",2007-02-01,"02:37:00",0.388,0.19,243.85,1.8,0,0,0
"66795",2007-02-01,"02:38:00",0.416,0.238,243.83,2,0,0,0
"66796",2007-02-01,"02:39:00",0.416,0.244,243.73,2,0,0,0
"66797",2007-02-01,"02:40:00",0.436,0.276,244.66,2,0,0,0
"66798",2007-02-01,"02:41:00",0.436,0.28,245.02,2,0,0,0
"66799",2007-02-01,"02:42:00",0.432,0.28,245.06,2,0,0,0
"66800",2007-02-01,"02:43:00",0.426,0.272,244.04,2,0,0,0
"66801",2007-02-01,"02:44:00",0.424,0.27,243.58,2,0,0,0
"66802",2007-02-01,"02:45:00",0.42,0.268,243.42,2,0,0,0
"66803",2007-02-01,"02:46:00",0.35,0.16,243.19,1.6,0,0,0
"66804",2007-02-01,"02:47:00",0.35,0.164,243.9,1.6,0,0,0
"66805",2007-02-01,"02:48:00",0.348,0.162,243.6,1.6,0,0,0
"66806",2007-02-01,"02:49:00",0.346,0.16,243.04,1.6,0,0,0
"66807",2007-02-01,"02:50:00",0.346,0.162,243.44,1.6,0,0,0
"66808",2007-02-01,"02:51:00",0.346,0.162,243.35,1.6,0,0,0
"66809",2007-02-01,"02:52:00",0.256,0,243.34,1,0,0,0
"66810",2007-02-01,"02:53:00",0.252,0,243.21,1,0,0,0
"66811",2007-02-01,"02:54:00",0.252,0,242.96,1,0,0,0
"66812",2007-02-01,"02:55:00",0.252,0,243.33,1,0,0,0
"66813",2007-02-01,"02:56:00",0.252,0,243.16,1,0,0,0
"66814",2007-02-01,"02:57:00",0.25,0,242.77,1,0,0,0
"66815",2007-02-01,"02:58:00",0.252,0,243.36,1,0,0,0
"66816",2007-02-01,"02:59:00",0.252,0,243.38,1,0,0,0
"66817",2007-02-01,"03:00:00",0.252,0,243.5,1,0,0,0
"66818",2007-02-01,"03:01:00",0.252,0,243.57,1,0,0,0
"66819",2007-02-01,"03:02:00",0.254,0,244.24,1,0,0,0
"66820",2007-02-01,"03:03:00",0.254,0,244.22,1,0,0,0
"66821",2007-02-01,"03:04:00",0.254,0,243.99,1,0,0,0
"66822",2007-02-01,"03:05:00",0.252,0,243.44,1,0,0,0
"66823",2007-02-01,"03:06:00",0.252,0,243.4,1,0,0,0
"66824",2007-02-01,"03:07:00",0.252,0,243.49,1,0,0,0
"66825",2007-02-01,"03:08:00",0.252,0,243.55,1,0,0,0
"66826",2007-02-01,"03:09:00",0.252,0,243.19,1,0,0,0
"66827",2007-02-01,"03:10:00",0.254,0,243.74,1,0,0,0
"66828",2007-02-01,"03:11:00",0.254,0,244.11,1,0,0,0
"66829",2007-02-01,"03:12:00",0.25,0,242.84,1,0,0,0
"66830",2007-02-01,"03:13:00",0.25,0,242.81,1,0,0,0
"66831",2007-02-01,"03:14:00",0.25,0,242.48,1,0,0,0
"66832",2007-02-01,"03:15:00",0.25,0,242.5,1,0,0,0
"66833",2007-02-01,"03:16:00",0.25,0,242.76,1,0,0,0
"66834",2007-02-01,"03:17:00",0.25,0,242.92,1,0,0,0
"66835",2007-02-01,"03:18:00",0.368,0.15,242.49,1.6,0,0,0
"66836",2007-02-01,"03:19:00",0.36,0.158,242.86,1.6,0,0,0
"66837",2007-02-01,"03:20:00",0.358,0.162,243.33,1.6,0,0,0
"66838",2007-02-01,"03:21:00",0.358,0.162,243.53,1.6,0,0,0
"66839",2007-02-01,"03:22:00",0.356,0.162,243.44,1.6,0,0,0
"66840",2007-02-01,"03:23:00",0.386,0.184,243.53,1.8,0,0,0
"66841",2007-02-01,"03:24:00",0.406,0.234,243,1.8,0,0,0
"66842",2007-02-01,"03:25:00",0.404,0.238,243.8,1.8,0,0,0
"66843",2007-02-01,"03:26:00",0.402,0.236,243.5,1.8,0,0,0
"66844",2007-02-01,"03:27:00",0.4,0.234,243.13,1.8,0,0,0
"66845",2007-02-01,"03:28:00",0.4,0.234,243.34,1.8,0,0,0
"66846",2007-02-01,"03:29:00",0.398,0.236,243.51,1.8,0,0,0
"66847",2007-02-01,"03:30:00",0.396,0.238,243.86,1.8,0,0,0
"66848",2007-02-01,"03:31:00",0.392,0.234,243.03,1.8,0,0,0
"66849",2007-02-01,"03:32:00",0.346,0.166,242.99,1.6,0,0,0
"66850",2007-02-01,"03:33:00",0.258,0,243.12,1,0,0,0
"66851",2007-02-01,"03:34:00",0.224,0,242.06,1,0,0,0
"66852",2007-02-01,"03:35:00",0.224,0,241.77,1,0,0,0
"66853",2007-02-01,"03:36:00",0.226,0,242.34,1,0,0,0
"66854",2007-02-01,"03:37:00",0.228,0,243.26,1,0,0,0
"66855",2007-02-01,"03:38:00",0.228,0,243.71,1,0,0,0
"66856",2007-02-01,"03:39:00",0.23,0,244.83,1,0,0,0
"66857",2007-02-01,"03:40:00",0.23,0,244.69,1,0,0,0
"66858",2007-02-01,"03:41:00",0.23,0,244.55,1,0,0,0
"66859",2007-02-01,"03:42:00",0.23,0,244.38,1,0,0,0
"66860",2007-02-01,"03:43:00",0.23,0,244.4,1,0,0,0
"66861",2007-02-01,"03:44:00",0.228,0,244.16,1,0,0,0
"66862",2007-02-01,"03:45:00",0.268,0,244.21,1.4,0,0,0
"66863",2007-02-01,"03:46:00",0.312,0.12,244.13,1.4,0,1,0
"66864",2007-02-01,"03:47:00",0.312,0.12,244.22,1.4,0,1,0
"66865",2007-02-01,"03:48:00",0.312,0.118,243.96,1.4,0,2,0
"66866",2007-02-01,"03:49:00",0.312,0.116,243.48,1.4,0,1,0
"66867",2007-02-01,"03:50:00",0.312,0.118,243.84,1.4,0,2,0
"66868",2007-02-01,"03:51:00",0.314,0.12,243.92,1.4,0,1,0
"66869",2007-02-01,"03:52:00",0.314,0.122,244.5,1.4,0,1,0
"66870",2007-02-01,"03:53:00",0.314,0.122,244.6,1.4,0,2,0
"66871",2007-02-01,"03:54:00",0.314,0.122,244.56,1.4,0,1,0
"66872",2007-02-01,"03:55:00",0.312,0.12,243.91,1.4,0,2,0
"66873",2007-02-01,"03:56:00",0.31,0.116,243.55,1.4,0,1,0
"66874",2007-02-01,"03:57:00",0.31,0.116,243.58,1.4,0,1,0
"66875",2007-02-01,"03:58:00",0.308,0.112,242.74,1.4,0,2,0
"66876",2007-02-01,"03:59:00",0.412,0.228,242.72,2,0,1,0
"66877",2007-02-01,"04:00:00",0.416,0.25,242.71,2,0,1,0
"66878",2007-02-01,"04:01:00",0.41,0.248,242.32,2,0,2,0
"66879",2007-02-01,"04:02:00",0.408,0.248,242.36,2,0,1,0
"66880",2007-02-01,"04:03:00",0.406,0.246,242.12,2,0,1,0
"66881",2007-02-01,"04:04:00",0.404,0.248,242.18,2,0,2,0
"66882",2007-02-01,"04:05:00",0.402,0.248,242.22,1.8,0,1,0
"66883",2007-02-01,"04:06:00",0.4,0.246,241.98,1.8,0,1,0
"66884",2007-02-01,"04:07:00",0.398,0.246,242.09,1.8,0,1,0
"66885",2007-02-01,"04:08:00",0.396,0.246,241.92,1.8,0,1,0
"66886",2007-02-01,"04:09:00",0.396,0.25,242.61,1.8,0,2,0
"66887",2007-02-01,"04:10:00",0.396,0.252,242.99,1.8,0,1,0
"66888",2007-02-01,"04:11:00",0.432,0.28,243.06,2.2,0,1,0
"66889",2007-02-01,"04:12:00",0.47,0.358,242.94,2.4,0,1,0
"66890",2007-02-01,"04:13:00",0.428,0.296,243.07,2.2,0,2,0
"66891",2007-02-01,"04:14:00",0.348,0.17,242.85,1.6,0,0,0
"66892",2007-02-01,"04:15:00",0.304,0.094,242.73,1.2,0,0,0
"66893",2007-02-01,"04:16:00",0.302,0.094,242.65,1.2,0,0,0
"66894",2007-02-01,"04:17:00",0.302,0.096,243.08,1.2,0,0,0
"66895",2007-02-01,"04:18:00",0.3,0.1,243.6,1.2,0,0,0
"66896",2007-02-01,"04:19:00",0.298,0.096,243.05,1.2,0,0,0
"66897",2007-02-01,"04:20:00",0.292,0.086,243.38,1.2,0,0,0
"66898",2007-02-01,"04:21:00",0.228,0,243.82,1,0,0,0
"66899",2007-02-01,"04:22:00",0.228,0,243.73,1,0,0,0
"66900",2007-02-01,"04:23:00",0.23,0,244.26,1,0,0,0
"66901",2007-02-01,"04:24:00",0.23,0,244.98,1,0,0,0
"66902",2007-02-01,"04:25:00",0.23,0,244.95,1,0,0,0
"66903",2007-02-01,"04:26:00",0.234,0,244.3,1,0,0,0
"66904",2007-02-01,"04:27:00",0.25,0,243.73,1,0,0,0
"66905",2007-02-01,"04:28:00",0.25,0,243.23,1,0,0,0
"66906",2007-02-01,"04:29:00",0.226,0,242.83,1,0,0,0
"66907",2007-02-01,"04:30:00",0.226,0,242.75,1,0,0,0
"66908",2007-02-01,"04:31:00",0.226,0,243,1,0,0,0
"66909",2007-02-01,"04:32:00",0.228,0,243.3,1,0,0,0
"66910",2007-02-01,"04:33:00",0.228,0,243.4,1,0,0,0
"66911",2007-02-01,"04:34:00",0.226,0,242.69,1,0,0,0
"66912",2007-02-01,"04:35:00",0.226,0,242.31,1,0,0,0
"66913",2007-02-01,"04:36:00",0.224,0,242.16,1,0,0,0
"66914",2007-02-01,"04:37:00",0.224,0,242.13,1,0,0,0
"66915",2007-02-01,"04:38:00",0.224,0,242.02,1,0,0,0
"66916",2007-02-01,"04:39:00",0.226,0,242.49,1,0,0,0
"66917",2007-02-01,"04:40:00",0.32,0.09,243.16,1.4,0,0,0
"66918",2007-02-01,"04:41:00",0.338,0.128,243.11,1.4,0,0,0
"66919",2007-02-01,"04:42:00",0.332,0.122,242.15,1.4,0,0,0
"66920",2007-02-01,"04:43:00",0.33,0.124,242.26,1.4,0,0,0
"66921",2007-02-01,"04:44:00",0.328,0.124,242.18,1.4,0,0,0
"66922",2007-02-01,"04:45:00",0.326,0.122,242.01,1.4,0,0,0
"66923",2007-02-01,"04:46:00",0.326,0.122,242.01,1.4,0,0,0
"66924",2007-02-01,"04:47:00",0.324,0.12,241.67,1.4,0,0,0
"66925",2007-02-01,"04:48:00",0.322,0.12,241.5,1.4,0,0,0
"66926",2007-02-01,"04:49:00",0.32,0.12,241.37,1.4,0,0,0
"66927",2007-02-01,"04:50:00",0.32,0.122,241.78,1.4,0,0,0
"66928",2007-02-01,"04:51:00",0.32,0.124,242.27,1.4,0,0,0
"66929",2007-02-01,"04:52:00",0.32,0.12,241.88,1.4,0,0,0
"66930",2007-02-01,"04:53:00",0.318,0.12,241.81,1.4,0,0,0
"66931",2007-02-01,"04:54:00",0.27,0.052,241.92,1.2,0,0,0
"66932",2007-02-01,"04:55:00",0.224,0,241.68,1,0,0,0
"66933",2007-02-01,"04:56:00",0.224,0,241.38,1,0,0,0
"66934",2007-02-01,"04:57:00",0.222,0,240.58,1,0,0,0
"66935",2007-02-01,"04:58:00",0.222,0,240.81,1,0,0,0
"66936",2007-02-01,"04:59:00",0.288,0.048,241.04,1.4,0,0,0
"66937",2007-02-01,"05:00:00",0.3,0.09,241.54,1.2,0,0,0
"66938",2007-02-01,"05:01:00",0.3,0.088,241.42,1.2,0,0,0
"66939",2007-02-01,"05:02:00",0.3,0.088,241.45,1.2,0,0,0
"66940",2007-02-01,"05:03:00",0.298,0.086,240.86,1.2,0,0,0
"66941",2007-02-01,"05:04:00",0.294,0.084,239.84,1.2,0,0,0
"66942",2007-02-01,"05:05:00",0.294,0.082,239.5,1.2,0,0,0
"66943",2007-02-01,"05:06:00",0.292,0.082,239.82,1.2,0,0,0
"66944",2007-02-01,"05:07:00",0.292,0.082,239.82,1.2,0,0,0
"66945",2007-02-01,"05:08:00",0.248,0,240.78,1,0,0,0
"66946",2007-02-01,"05:09:00",0.222,0,240.92,1,0,0,0
"66947",2007-02-01,"05:10:00",0.222,0,240.74,1,0,0,0
"66948",2007-02-01,"05:11:00",0.222,0,241.15,1,0,0,0
"66949",2007-02-01,"05:12:00",0.224,0,241.37,1,0,0,0
"66950",2007-02-01,"05:13:00",0.224,0,241.71,1,0,0,0
"66951",2007-02-01,"05:14:00",0.226,0,242.68,1,0,0,0
"66952",2007-02-01,"05:15:00",0.226,0,243.11,1,0,0,0
"66953",2007-02-01,"05:16:00",0.226,0,243.06,1,0,0,0
"66954",2007-02-01,"05:17:00",0.226,0,243.01,1,0,0,0
"66955",2007-02-01,"05:18:00",0.226,0,242.77,1,0,0,0
"66956",2007-02-01,"05:19:00",0.224,0,241.51,1,0,0,0
"66957",2007-02-01,"05:20:00",0.224,0,241.42,1,0,0,0
"66958",2007-02-01,"05:21:00",0.3,0.062,240.77,1.4,0,0,0
"66959",2007-02-01,"05:22:00",0.334,0.116,240.81,1.4,0,0,0
"66960",2007-02-01,"05:23:00",0.33,0.116,240.95,1.4,0,0,0
"66961",2007-02-01,"05:24:00",0.328,0.12,241.43,1.4,0,0,0
"66962",2007-02-01,"05:25:00",0.328,0.12,241.52,1.4,0,0,0
"66963",2007-02-01,"05:26:00",0.326,0.12,241.49,1.4,0,0,0
"66964",2007-02-01,"05:27:00",0.324,0.118,240.89,1.4,0,0,0
"66965",2007-02-01,"05:28:00",0.322,0.118,240.91,1.4,0,0,0
"66966",2007-02-01,"05:29:00",0.322,0.122,241.85,1.4,0,0,0
"66967",2007-02-01,"05:30:00",0.32,0.118,241.11,1.4,0,0,0
"66968",2007-02-01,"05:31:00",0.318,0.118,240.93,1.4,0,0,0
"66969",2007-02-01,"05:32:00",0.318,0.118,240.88,1.4,0,0,0
"66970",2007-02-01,"05:33:00",0.316,0.116,240.67,1.4,0,0,0
"66971",2007-02-01,"05:34:00",0.316,0.114,240.34,1.4,0,0,0
"66972",2007-02-01,"05:35:00",0.27,0.052,240.2,1.2,0,0,0
"66973",2007-02-01,"05:36:00",0.222,0,240.62,1,0,0,0
"66974",2007-02-01,"05:37:00",1.138,0,240.1,5,0,0,13
"66975",2007-02-01,"05:38:00",1.32,0,239.79,5.4,0,0,19
"66976",2007-02-01,"05:39:00",1.302,0,239.36,5.4,0,0,18
"66977",2007-02-01,"05:40:00",1.29,0,239.25,5.4,0,0,17
"66978",2007-02-01,"05:41:00",1.278,0,238.56,5.2,0,0,18
"66979",2007-02-01,"05:42:00",1.276,0,238.61,5.2,0,0,18
"66980",2007-02-01,"05:43:00",1.282,0,239.31,5.2,0,0,17
"66981",2007-02-01,"05:44:00",1.284,0,239.56,5.2,0,0,18
"66982",2007-02-01,"05:45:00",1.29,0,240.29,5.2,0,0,18
"66983",2007-02-01,"05:46:00",1.29,0,240.3,5.2,0,0,17
"66984",2007-02-01,"05:47:00",1.336,0,239.67,5.6,0,0,18
"66985",2007-02-01,"05:48:00",1.354,0.072,239.52,5.6,0,0,18
"66986",2007-02-01,"05:49:00",1.35,0.072,239.02,5.6,0,0,17
"66987",2007-02-01,"05:50:00",1.34,0.068,238.15,5.6,0,0,18
"66988",2007-02-01,"05:51:00",1.342,0.068,238.35,5.6,0,0,17
"66989",2007-02-01,"05:52:00",1.336,0.068,237.97,5.6,0,0,17
"66990",2007-02-01,"05:53:00",1.34,0.07,238.56,5.6,0,0,18
"66991",2007-02-01,"05:54:00",1.342,0.07,238.9,5.6,0,0,17
"66992",2007-02-01,"05:55:00",1.34,0.07,238.84,5.6,0,0,18
"66993",2007-02-01,"05:56:00",1.302,0,238.71,5.4,0,0,17
"66994",2007-02-01,"05:57:00",1.278,0,239.31,5.2,0,0,18
"66995",2007-02-01,"05:58:00",1.284,0,239.91,5.2,0,0,17
"66996",2007-02-01,"05:59:00",1.286,0,239.84,5.2,0,0,18
"66997",2007-02-01,"06:00:00",1.282,0,239.02,5.2,0,0,18
