"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","Date_POS"
"40","1/2/2007","00:39:00","0.328","0.128","243.370","1.400","0.000","0.000","0.000",2007-02-01
"41","1/2/2007","00:40:00","0.328","0.130","243.790","1.400","0.000","0.000","0.000",2007-02-01
"42","1/2/2007","00:41:00","0.326","0.128","243.230","1.400","0.000","0.000","0.000",2007-02-01
"43","1/2/2007","00:42:00","0.324","0.126","242.980","1.400","0.000","0.000","0.000",2007-02-01
"44","1/2/2007","00:43:00","0.322","0.126","242.950","1.400","0.000","0.000","0.000",2007-02-01
"45","1/2/2007","00:44:00","0.322","0.124","242.600","1.400","0.000","0.000","0.000",2007-02-01
"46","1/2/2007","00:45:00","0.322","0.128","243.330","1.400","0.000","0.000","0.000",2007-02-01
"47","1/2/2007","00:46:00","0.318","0.118","241.320","1.400","0.000","0.000","0.000",2007-02-01
"48","1/2/2007","00:47:00","0.316","0.116","240.930","1.400","0.000","0.000","0.000",2007-02-01
"49","1/2/2007","00:48:00","0.316","0.116","240.930","1.400","0.000","0.000","0.000",2007-02-01
"50","1/2/2007","00:49:00","0.274","0.058","240.360","1.200","0.000","0.000","0.000",2007-02-01
"51","1/2/2007","00:50:00","0.222","0.000","240.930","1.000","0.000","0.000","0.000",2007-02-01
"52","1/2/2007","00:51:00","0.222","0.000","240.830","1.000","0.000","0.000","0.000",2007-02-01
"53","1/2/2007","00:52:00","0.222","0.000","240.520","1.000","0.000","0.000","0.000",2007-02-01
"54","1/2/2007","00:53:00","0.224","0.000","241.450","1.000","0.000","0.000","0.000",2007-02-01
"55","1/2/2007","00:54:00","0.224","0.000","241.590","1.000","0.000","0.000","0.000",2007-02-01
"56","1/2/2007","00:55:00","0.226","0.000","242.550","1.000","0.000","0.000","0.000",2007-02-01
"57","1/2/2007","00:56:00","0.226","0.000","242.880","1.000","0.000","0.000","0.000",2007-02-01
"58","1/2/2007","00:57:00","0.226","0.000","242.630","1.000","0.000","0.000","0.000",2007-02-01
"59","1/2/2007","00:58:00","0.224","0.000","242.200","1.000","0.000","0.000","0.000",2007-02-01
"60","1/2/2007","00:59:00","0.224","0.000","241.840","1.000","0.000","0.000","0.000",2007-02-01
"61","1/2/2007","01:00:00","0.222","0.000","240.890","1.000","0.000","0.000","0.000",2007-02-01
"62","1/2/2007","01:01:00","0.222","0.000","240.860","1.000","0.000","0.000","0.000",2007-02-01
"63","1/2/2007","01:02:00","0.260","0.000","240.640","1.200","0.000","0.000","0.000",2007-02-01
"64","1/2/2007","01:03:00","0.298","0.088","240.720","1.200","0.000","0.000","0.000",2007-02-01
"65","1/2/2007","01:04:00","0.302","0.094","242.180","1.200","0.000","0.000","0.000",2007-02-01
"66","1/2/2007","01:05:00","0.302","0.096","242.660","1.200","0.000","0.000","0.000",2007-02-01
"67","1/2/2007","01:06:00","0.302","0.096","242.770","1.200","0.000","0.000","0.000",2007-02-01
"68","1/2/2007","01:07:00","0.300","0.096","242.600","1.200","0.000","0.000","0.000",2007-02-01
"69","1/2/2007","01:08:00","0.298","0.094","242.380","1.200","0.000","0.000","0.000",2007-02-01
"70","1/2/2007","01:09:00","0.298","0.094","242.210","1.200","0.000","0.000","0.000",2007-02-01
"71","1/2/2007","01:10:00","0.296","0.096","242.610","1.200","0.000","0.000","0.000",2007-02-01
"72","1/2/2007","01:11:00","0.296","0.094","242.240","1.200","0.000","0.000","0.000",2007-02-01
"73","1/2/2007","01:12:00","0.258","0.000","242.660","1.000","0.000","0.000","0.000",2007-02-01
"74","1/2/2007","01:13:00","0.226","0.000","242.990","1.000","0.000","0.000","0.000",2007-02-01
"75","1/2/2007","01:14:00","0.228","0.000","243.530","1.000","0.000","0.000","0.000",2007-02-01
"76","1/2/2007","01:15:00","0.316","0.088","243.120","1.400","0.000","0.000","0.000",2007-02-01
"77","1/2/2007","01:16:00","0.434","0.252","242.830","2.200","0.000","0.000","0.000",2007-02-01
"78","1/2/2007","01:17:00","0.418","0.254","243.080","2.000","0.000","2.000","0.000",2007-02-01
"79","1/2/2007","01:18:00","0.414","0.254","243.350","2.000","0.000","1.000","0.000",2007-02-01
"80","1/2/2007","01:19:00","0.412","0.252","242.710","2.000","0.000","1.000","0.000",2007-02-01
"81","1/2/2007","01:20:00","0.410","0.246","241.630","2.000","0.000","2.000","0.000",2007-02-01
"82","1/2/2007","01:21:00","0.408","0.246","241.860","2.000","0.000","1.000","0.000",2007-02-01
"83","1/2/2007","01:22:00","0.408","0.248","242.170","2.000","0.000","2.000","0.000",2007-02-01
"84","1/2/2007","01:23:00","0.404","0.244","241.700","2.000","0.000","1.000","0.000",2007-02-01
"85","1/2/2007","01:24:00","0.402","0.242","241.140","1.800","0.000","1.000","0.000",2007-02-01
"86","1/2/2007","01:25:00","0.402","0.244","241.410","1.800","0.000","2.000","0.000",2007-02-01
"87","1/2/2007","01:26:00","0.402","0.246","241.950","1.800","0.000","1.000","0.000",2007-02-01
"88","1/2/2007","01:27:00","0.402","0.248","242.360","1.800","0.000","2.000","0.000",2007-02-01
"89","1/2/2007","01:28:00","0.402","0.250","242.600","1.800","0.000","1.000","0.000",2007-02-01
"90","1/2/2007","01:29:00","0.398","0.246","242.110","1.800","0.000","1.000","0.000",2007-02-01
"91","1/2/2007","01:30:00","0.336","0.156","241.880","1.600","0.000","2.000","0.000",2007-02-01
"92","1/2/2007","01:31:00","0.300","0.104","240.780","1.200","0.000","1.000","0.000",2007-02-01
"93","1/2/2007","01:32:00","0.300","0.104","240.680","1.200","0.000","1.000","0.000",2007-02-01
"94","1/2/2007","01:33:00","0.300","0.106","240.870","1.200","0.000","2.000","0.000",2007-02-01
"95","1/2/2007","01:34:00","0.298","0.106","241.000","1.200","0.000","1.000","0.000",2007-02-01
"96","1/2/2007","01:35:00","0.298","0.106","240.970","1.200","0.000","1.000","0.000",2007-02-01
"97","1/2/2007","01:36:00","0.298","0.106","241.090","1.200","0.000","1.000","0.000",2007-02-01
"98","1/2/2007","01:37:00","0.298","0.106","241.100","1.200","0.000","2.000","0.000",2007-02-01
"99","1/2/2007","01:38:00","0.298","0.106","241.210","1.200","0.000","1.000","0.000",2007-02-01
"100","1/2/2007","01:39:00","0.296","0.106","241.270","1.200","0.000","1.000","0.000",2007-02-01
"101","1/2/2007","01:40:00","0.296","0.108","241.400","1.200","0.000","1.000","0.000",2007-02-01
"102","1/2/2007","01:41:00","0.296","0.108","241.610","1.200","0.000","1.000","0.000",2007-02-01
"103","1/2/2007","01:42:00","0.296","0.106","241.370","1.200","0.000","2.000","0.000",2007-02-01
"104","1/2/2007","01:43:00","0.294","0.106","240.990","1.200","0.000","1.000","0.000",2007-02-01
"105","1/2/2007","01:44:00","0.294","0.106","241.270","1.200","0.000","1.000","0.000",2007-02-01
"106","1/2/2007","01:45:00","0.242","0.000","241.260","1.000","0.000","0.000","0.000",2007-02-01
"107","1/2/2007","01:46:00","0.224","0.000","241.760","1.000","0.000","0.000","0.000",2007-02-01
"108","1/2/2007","01:47:00","0.224","0.000","242.380","1.000","0.000","0.000","0.000",2007-02-01
"109","1/2/2007","01:48:00","0.224","0.000","242.150","1.000","0.000","0.000","0.000",2007-02-01
"110","1/2/2007","01:49:00","0.288","0.050","241.690","1.400","0.000","0.000","0.000",2007-02-01
"111","1/2/2007","01:50:00","0.298","0.088","241.020","1.200","0.000","0.000","0.000",2007-02-01
"112","1/2/2007","01:51:00","0.298","0.088","240.750","1.200","0.000","0.000","0.000",2007-02-01
"113","1/2/2007","01:52:00","0.298","0.088","241.060","1.200","0.000","0.000","0.000",2007-02-01
"114","1/2/2007","01:53:00","0.300","0.090","241.570","1.200","0.000","0.000","0.000",2007-02-01
"115","1/2/2007","01:54:00","0.300","0.094","242.290","1.200","0.000","0.000","0.000",2007-02-01
"116","1/2/2007","01:55:00","0.300","0.096","242.770","1.200","0.000","0.000","0.000",2007-02-01
"117","1/2/2007","01:56:00","0.386","0.190","242.480","1.800","0.000","0.000","0.000",2007-02-01
"118","1/2/2007","01:57:00","0.406","0.228","242.240","1.800","0.000","0.000","0.000",2007-02-01
"119","1/2/2007","01:58:00","0.398","0.222","242.110","1.800","0.000","0.000","0.000",2007-02-01
"120","1/2/2007","01:59:00","0.326","0.116","240.550","1.400","0.000","0.000","0.000",2007-02-01
"121","1/2/2007","02:00:00","0.324","0.116","240.330","1.400","0.000","0.000","0.000",2007-02-01
"122","1/2/2007","02:01:00","0.328","0.126","242.570","1.400","0.000","0.000","0.000",2007-02-01
"123","1/2/2007","02:02:00","0.328","0.130","243.120","1.400","0.000","0.000","0.000",2007-02-01
"124","1/2/2007","02:03:00","0.326","0.128","243.050","1.400","0.000","0.000","0.000",2007-02-01
"125","1/2/2007","02:04:00","0.324","0.128","243.090","1.400","0.000","0.000","0.000",2007-02-01
"126","1/2/2007","02:05:00","0.322","0.124","242.070","1.400","0.000","0.000","0.000",2007-02-01
"127","1/2/2007","02:06:00","0.322","0.124","242.210","1.400","0.000","0.000","0.000",2007-02-01
"128","1/2/2007","02:07:00","0.322","0.126","242.470","1.400","0.000","0.000","0.000",2007-02-01
"129","1/2/2007","02:08:00","0.322","0.126","242.570","1.400","0.000","0.000","0.000",2007-02-01
"130","1/2/2007","02:09:00","0.322","0.128","243.080","1.400","0.000","0.000","0.000",2007-02-01
"131","1/2/2007","02:10:00","0.322","0.130","243.280","1.400","0.000","0.000","0.000",2007-02-01
"132","1/2/2007","02:11:00","0.242","0.000","243.520","1.000","0.000","0.000","0.000",2007-02-01
"133","1/2/2007","02:12:00","0.228","0.000","244.090","1.000","0.000","0.000","0.000",2007-02-01
"134","1/2/2007","02:13:00","0.228","0.000","244.020","1.000","0.000","0.000","0.000",2007-02-01
"135","1/2/2007","02:14:00","0.228","0.000","244.020","1.000","0.000","0.000","0.000",2007-02-01
"136","1/2/2007","02:15:00","0.226","0.000","243.250","1.000","0.000","0.000","0.000",2007-02-01
"137","1/2/2007","02:16:00","0.226","0.000","243.060","1.000","0.000","0.000","0.000",2007-02-01
"138","1/2/2007","02:17:00","0.228","0.000","243.380","1.000","0.000","0.000","0.000",2007-02-01
"139","1/2/2007","02:18:00","0.228","0.000","243.910","1.000","0.000","0.000","0.000",2007-02-01
"140","1/2/2007","02:19:00","0.228","0.000","243.930","1.000","0.000","0.000","0.000",2007-02-01
"141","1/2/2007","02:20:00","0.228","0.000","243.550","1.000","0.000","0.000","0.000",2007-02-01
"142","1/2/2007","02:21:00","0.228","0.000","243.450","1.000","0.000","0.000","0.000",2007-02-01
"143","1/2/2007","02:22:00","0.226","0.000","242.420","1.000","0.000","0.000","0.000",2007-02-01
"144","1/2/2007","02:23:00","0.226","0.000","243.140","1.000","0.000","0.000","0.000",2007-02-01
"145","1/2/2007","02:24:00","0.228","0.000","243.370","1.000","0.000","0.000","0.000",2007-02-01
"146","1/2/2007","02:25:00","0.228","0.000","243.530","1.000","0.000","0.000","0.000",2007-02-01
"147","1/2/2007","02:26:00","0.226","0.000","243.220","1.000","0.000","0.000","0.000",2007-02-01
"148","1/2/2007","02:27:00","0.228","0.000","243.570","1.000","0.000","0.000","0.000",2007-02-01
"149","1/2/2007","02:28:00","0.228","0.000","243.760","1.000","0.000","0.000","0.000",2007-02-01
"150","1/2/2007","02:29:00","0.226","0.000","243.360","1.000","0.000","0.000","0.000",2007-02-01
"151","1/2/2007","02:30:00","0.226","0.000","243.170","1.000","0.000","0.000","0.000",2007-02-01
"152","1/2/2007","02:31:00","0.228","0.000","243.580","1.000","0.000","0.000","0.000",2007-02-01
"153","1/2/2007","02:32:00","0.228","0.000","244.100","1.000","0.000","0.000","0.000",2007-02-01
"154","1/2/2007","02:33:00","0.230","0.000","244.550","1.000","0.000","0.000","0.000",2007-02-01
"155","1/2/2007","02:34:00","0.230","0.000","244.980","1.000","0.000","0.000","0.000",2007-02-01
"156","1/2/2007","02:35:00","0.228","0.000","244.360","1.000","0.000","0.000","0.000",2007-02-01
"157","1/2/2007","02:36:00","0.292","0.060","244.420","1.400","0.000","0.000","0.000",2007-02-01
"158","1/2/2007","02:37:00","0.388","0.190","243.850","1.800","0.000","0.000","0.000",2007-02-01
"159","1/2/2007","02:38:00","0.416","0.238","243.830","2.000","0.000","0.000","0.000",2007-02-01
"160","1/2/2007","02:39:00","0.416","0.244","243.730","2.000","0.000","0.000","0.000",2007-02-01
"161","1/2/2007","02:40:00","0.436","0.276","244.660","2.000","0.000","0.000","0.000",2007-02-01
"162","1/2/2007","02:41:00","0.436","0.280","245.020","2.000","0.000","0.000","0.000",2007-02-01
"163","1/2/2007","02:42:00","0.432","0.280","245.060","2.000","0.000","0.000","0.000",2007-02-01
"164","1/2/2007","02:43:00","0.426","0.272","244.040","2.000","0.000","0.000","0.000",2007-02-01
"165","1/2/2007","02:44:00","0.424","0.270","243.580","2.000","0.000","0.000","0.000",2007-02-01
"166","1/2/2007","02:45:00","0.420","0.268","243.420","2.000","0.000","0.000","0.000",2007-02-01
"167","1/2/2007","02:46:00","0.350","0.160","243.190","1.600","0.000","0.000","0.000",2007-02-01
"168","1/2/2007","02:47:00","0.350","0.164","243.900","1.600","0.000","0.000","0.000",2007-02-01
"169","1/2/2007","02:48:00","0.348","0.162","243.600","1.600","0.000","0.000","0.000",2007-02-01
"170","1/2/2007","02:49:00","0.346","0.160","243.040","1.600","0.000","0.000","0.000",2007-02-01
"171","1/2/2007","02:50:00","0.346","0.162","243.440","1.600","0.000","0.000","0.000",2007-02-01
"172","1/2/2007","02:51:00","0.346","0.162","243.350","1.600","0.000","0.000","0.000",2007-02-01
"173","1/2/2007","02:52:00","0.256","0.000","243.340","1.000","0.000","0.000","0.000",2007-02-01
"174","1/2/2007","02:53:00","0.252","0.000","243.210","1.000","0.000","0.000","0.000",2007-02-01
"175","1/2/2007","02:54:00","0.252","0.000","242.960","1.000","0.000","0.000","0.000",2007-02-01
"176","1/2/2007","02:55:00","0.252","0.000","243.330","1.000","0.000","0.000","0.000",2007-02-01
"177","1/2/2007","02:56:00","0.252","0.000","243.160","1.000","0.000","0.000","0.000",2007-02-01
"178","1/2/2007","02:57:00","0.250","0.000","242.770","1.000","0.000","0.000","0.000",2007-02-01
"179","1/2/2007","02:58:00","0.252","0.000","243.360","1.000","0.000","0.000","0.000",2007-02-01
"180","1/2/2007","02:59:00","0.252","0.000","243.380","1.000","0.000","0.000","0.000",2007-02-01
"181","1/2/2007","03:00:00","0.252","0.000","243.500","1.000","0.000","0.000","0.000",2007-02-01
"182","1/2/2007","03:01:00","0.252","0.000","243.570","1.000","0.000","0.000","0.000",2007-02-01
"183","1/2/2007","03:02:00","0.254","0.000","244.240","1.000","0.000","0.000","0.000",2007-02-01
"184","1/2/2007","03:03:00","0.254","0.000","244.220","1.000","0.000","0.000","0.000",2007-02-01
"185","1/2/2007","03:04:00","0.254","0.000","243.990","1.000","0.000","0.000","0.000",2007-02-01
"186","1/2/2007","03:05:00","0.252","0.000","243.440","1.000","0.000","0.000","0.000",2007-02-01
"187","1/2/2007","03:06:00","0.252","0.000","243.400","1.000","0.000","0.000","0.000",2007-02-01
"188","1/2/2007","03:07:00","0.252","0.000","243.490","1.000","0.000","0.000","0.000",2007-02-01
"189","1/2/2007","03:08:00","0.252","0.000","243.550","1.000","0.000","0.000","0.000",2007-02-01
"190","1/2/2007","03:09:00","0.252","0.000","243.190","1.000","0.000","0.000","0.000",2007-02-01
"191","1/2/2007","03:10:00","0.254","0.000","243.740","1.000","0.000","0.000","0.000",2007-02-01
"192","1/2/2007","03:11:00","0.254","0.000","244.110","1.000","0.000","0.000","0.000",2007-02-01
"193","1/2/2007","03:12:00","0.250","0.000","242.840","1.000","0.000","0.000","0.000",2007-02-01
"194","1/2/2007","03:13:00","0.250","0.000","242.810","1.000","0.000","0.000","0.000",2007-02-01
"195","1/2/2007","03:14:00","0.250","0.000","242.480","1.000","0.000","0.000","0.000",2007-02-01
"196","1/2/2007","03:15:00","0.250","0.000","242.500","1.000","0.000","0.000","0.000",2007-02-01
"197","1/2/2007","03:16:00","0.250","0.000","242.760","1.000","0.000","0.000","0.000",2007-02-01
"198","1/2/2007","03:17:00","0.250","0.000","242.920","1.000","0.000","0.000","0.000",2007-02-01
"199","1/2/2007","03:18:00","0.368","0.150","242.490","1.600","0.000","0.000","0.000",2007-02-01
"200","1/2/2007","03:19:00","0.360","0.158","242.860","1.600","0.000","0.000","0.000",2007-02-01
"201","1/2/2007","03:20:00","0.358","0.162","243.330","1.600","0.000","0.000","0.000",2007-02-01
"202","1/2/2007","03:21:00","0.358","0.162","243.530","1.600","0.000","0.000","0.000",2007-02-01
"203","1/2/2007","03:22:00","0.356","0.162","243.440","1.600","0.000","0.000","0.000",2007-02-01
"204","1/2/2007","03:23:00","0.386","0.184","243.530","1.800","0.000","0.000","0.000",2007-02-01
"205","1/2/2007","03:24:00","0.406","0.234","243.000","1.800","0.000","0.000","0.000",2007-02-01
"206","1/2/2007","03:25:00","0.404","0.238","243.800","1.800","0.000","0.000","0.000",2007-02-01
"207","1/2/2007","03:26:00","0.402","0.236","243.500","1.800","0.000","0.000","0.000",2007-02-01
"208","1/2/2007","03:27:00","0.400","0.234","243.130","1.800","0.000","0.000","0.000",2007-02-01
"209","1/2/2007","03:28:00","0.400","0.234","243.340","1.800","0.000","0.000","0.000",2007-02-01
"210","1/2/2007","03:29:00","0.398","0.236","243.510","1.800","0.000","0.000","0.000",2007-02-01
"211","1/2/2007","03:30:00","0.396","0.238","243.860","1.800","0.000","0.000","0.000",2007-02-01
"212","1/2/2007","03:31:00","0.392","0.234","243.030","1.800","0.000","0.000","0.000",2007-02-01
"213","1/2/2007","03:32:00","0.346","0.166","242.990","1.600","0.000","0.000","0.000",2007-02-01
"214","1/2/2007","03:33:00","0.258","0.000","243.120","1.000","0.000","0.000","0.000",2007-02-01
"215","1/2/2007","03:34:00","0.224","0.000","242.060","1.000","0.000","0.000","0.000",2007-02-01
"216","1/2/2007","03:35:00","0.224","0.000","241.770","1.000","0.000","0.000","0.000",2007-02-01
"217","1/2/2007","03:36:00","0.226","0.000","242.340","1.000","0.000","0.000","0.000",2007-02-01
"218","1/2/2007","03:37:00","0.228","0.000","243.260","1.000","0.000","0.000","0.000",2007-02-01
"219","1/2/2007","03:38:00","0.228","0.000","243.710","1.000","0.000","0.000","0.000",2007-02-01
"220","1/2/2007","03:39:00","0.230","0.000","244.830","1.000","0.000","0.000","0.000",2007-02-01
"221","1/2/2007","03:40:00","0.230","0.000","244.690","1.000","0.000","0.000","0.000",2007-02-01
"222","1/2/2007","03:41:00","0.230","0.000","244.550","1.000","0.000","0.000","0.000",2007-02-01
"223","1/2/2007","03:42:00","0.230","0.000","244.380","1.000","0.000","0.000","0.000",2007-02-01
"224","1/2/2007","03:43:00","0.230","0.000","244.400","1.000","0.000","0.000","0.000",2007-02-01
"225","1/2/2007","03:44:00","0.228","0.000","244.160","1.000","0.000","0.000","0.000",2007-02-01
"226","1/2/2007","03:45:00","0.268","0.000","244.210","1.400","0.000","0.000","0.000",2007-02-01
"227","1/2/2007","03:46:00","0.312","0.120","244.130","1.400","0.000","1.000","0.000",2007-02-01
"228","1/2/2007","03:47:00","0.312","0.120","244.220","1.400","0.000","1.000","0.000",2007-02-01
"229","1/2/2007","03:48:00","0.312","0.118","243.960","1.400","0.000","2.000","0.000",2007-02-01
"230","1/2/2007","03:49:00","0.312","0.116","243.480","1.400","0.000","1.000","0.000",2007-02-01
"231","1/2/2007","03:50:00","0.312","0.118","243.840","1.400","0.000","2.000","0.000",2007-02-01
"232","1/2/2007","03:51:00","0.314","0.120","243.920","1.400","0.000","1.000","0.000",2007-02-01
"233","1/2/2007","03:52:00","0.314","0.122","244.500","1.400","0.000","1.000","0.000",2007-02-01
"234","1/2/2007","03:53:00","0.314","0.122","244.600","1.400","0.000","2.000","0.000",2007-02-01
"235","1/2/2007","03:54:00","0.314","0.122","244.560","1.400","0.000","1.000","0.000",2007-02-01
"236","1/2/2007","03:55:00","0.312","0.120","243.910","1.400","0.000","2.000","0.000",2007-02-01
"237","1/2/2007","03:56:00","0.310","0.116","243.550","1.400","0.000","1.000","0.000",2007-02-01
"238","1/2/2007","03:57:00","0.310","0.116","243.580","1.400","0.000","1.000","0.000",2007-02-01
"239","1/2/2007","03:58:00","0.308","0.112","242.740","1.400","0.000","2.000","0.000",2007-02-01
"240","1/2/2007","03:59:00","0.412","0.228","242.720","2.000","0.000","1.000","0.000",2007-02-01
"241","1/2/2007","04:00:00","0.416","0.250","242.710","2.000","0.000","1.000","0.000",2007-02-01
"242","1/2/2007","04:01:00","0.410","0.248","242.320","2.000","0.000","2.000","0.000",2007-02-01
"243","1/2/2007","04:02:00","0.408","0.248","242.360","2.000","0.000","1.000","0.000",2007-02-01
"244","1/2/2007","04:03:00","0.406","0.246","242.120","2.000","0.000","1.000","0.000",2007-02-01
"245","1/2/2007","04:04:00","0.404","0.248","242.180","2.000","0.000","2.000","0.000",2007-02-01
"246","1/2/2007","04:05:00","0.402","0.248","242.220","1.800","0.000","1.000","0.000",2007-02-01
"247","1/2/2007","04:06:00","0.400","0.246","241.980","1.800","0.000","1.000","0.000",2007-02-01
"248","1/2/2007","04:07:00","0.398","0.246","242.090","1.800","0.000","1.000","0.000",2007-02-01
"249","1/2/2007","04:08:00","0.396","0.246","241.920","1.800","0.000","1.000","0.000",2007-02-01
"250","1/2/2007","04:09:00","0.396","0.250","242.610","1.800","0.000","2.000","0.000",2007-02-01
"251","1/2/2007","04:10:00","0.396","0.252","242.990","1.800","0.000","1.000","0.000",2007-02-01
"252","1/2/2007","04:11:00","0.432","0.280","243.060","2.200","0.000","1.000","0.000",2007-02-01
"253","1/2/2007","04:12:00","0.470","0.358","242.940","2.400","0.000","1.000","0.000",2007-02-01
"254","1/2/2007","04:13:00","0.428","0.296","243.070","2.200","0.000","2.000","0.000",2007-02-01
"255","1/2/2007","04:14:00","0.348","0.170","242.850","1.600","0.000","0.000","0.000",2007-02-01
"256","1/2/2007","04:15:00","0.304","0.094","242.730","1.200","0.000","0.000","0.000",2007-02-01
"257","1/2/2007","04:16:00","0.302","0.094","242.650","1.200","0.000","0.000","0.000",2007-02-01
"258","1/2/2007","04:17:00","0.302","0.096","243.080","1.200","0.000","0.000","0.000",2007-02-01
"259","1/2/2007","04:18:00","0.300","0.100","243.600","1.200","0.000","0.000","0.000",2007-02-01
"260","1/2/2007","04:19:00","0.298","0.096","243.050","1.200","0.000","0.000","0.000",2007-02-01
"261","1/2/2007","04:20:00","0.292","0.086","243.380","1.200","0.000","0.000","0.000",2007-02-01
"262","1/2/2007","04:21:00","0.228","0.000","243.820","1.000","0.000","0.000","0.000",2007-02-01
"263","1/2/2007","04:22:00","0.228","0.000","243.730","1.000","0.000","0.000","0.000",2007-02-01
"264","1/2/2007","04:23:00","0.230","0.000","244.260","1.000","0.000","0.000","0.000",2007-02-01
"265","1/2/2007","04:24:00","0.230","0.000","244.980","1.000","0.000","0.000","0.000",2007-02-01
"266","1/2/2007","04:25:00","0.230","0.000","244.950","1.000","0.000","0.000","0.000",2007-02-01
"267","1/2/2007","04:26:00","0.234","0.000","244.300","1.000","0.000","0.000","0.000",2007-02-01
"268","1/2/2007","04:27:00","0.250","0.000","243.730","1.000","0.000","0.000","0.000",2007-02-01
"269","1/2/2007","04:28:00","0.250","0.000","243.230","1.000","0.000","0.000","0.000",2007-02-01
"270","1/2/2007","04:29:00","0.226","0.000","242.830","1.000","0.000","0.000","0.000",2007-02-01
"271","1/2/2007","04:30:00","0.226","0.000","242.750","1.000","0.000","0.000","0.000",2007-02-01
